run_id,solver_hash,model,i_Dw,Dw,Omega,k,V,r,status,jump
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.7782794100e-02,3.813589445640e-02,4.663006952864e-01,3.238141e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,2.1544346900e-02,4.620269791443e-02,4.663006246999e-01,4.248878e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,2.6101572157e-02,5.597585574940e-02,4.663005470373e-01,5.585147e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,3.1622776602e-02,6.781630988890e-02,4.663004615481e-01,7.339507e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,3.8311868496e-02,8.216135171509e-02,4.663003674577e-01,9.609893e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,4.6415888336e-02,9.954077217733e-02,4.663002639103e-01,1.248131e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,5.6234132519e-02,1.205964281250e-01,4.663001499577e-01,1.602734e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,6.8129206906e-02,1.461059474950e-01,4.663000245636e-01,2.036256e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,8.2540418527e-02,1.770114488600e-01,4.662998865802e-01,2.568748e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.0000000000e-01,2.144543360134e-01,4.662997347545e-01,3.228594e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.2115276586e-01,2.598174526524e-01,4.662995677390e-01,4.052151e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.4677992676e-01,3.147761541077e-01,4.662993840124e-01,5.085327e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.7782794100e-01,3.813601822199e-01,4.662991819670e-01,6.386458e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,2.1544346900e-01,4.620286287712e-01,4.662989598202e-01,8.030175e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,2.6101572157e-01,5.597607559404e-01,4.662987156536e-01,1.011242e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,3.1622776602e-01,6.781660281652e-01,4.662984474058e-01,1.275692e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,3.8311868496e-01,8.216174192286e-01,4.662981528744e-01,1.612371e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,4.6415888336e-01,9.954129180304e-01,4.662978297285e-01,2.042014e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,5.6234132519e-01,1.205971197924e+00,4.662974755603e-01,2.591552e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,6.8129206906e-01,1.461068676388e+00,4.662970879247e-01,3.296014e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,8.2540418527e-01,1.770126720411e+00,4.662966643859e-01,4.201040e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.0000000000e+00,2.144559603949e+00,4.662962028002e-01,5.366189e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.2115276586e+00,2.598196069778e+00,4.662957013603e-01,6.869287e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.4677992676e+00,3.147790061974e+00,4.662951590556e-01,8.812156e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.7782794100e+00,3.813639491271e+00,4.662945761153e-01,1.132817e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,2.1544346900e+00,4.620335880232e+00,4.662939547857e-01,1.459218e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,2.6101572157e+00,5.597672566204e+00,4.662933004409e-01,1.883367e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,3.1622776602e+00,6.781744987599e+00,4.662926232041e-01,2.435392e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,3.8311868496e+00,8.216283657986e+00,4.662919403755e-01,3.154874e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,4.6415888336e+00,9.954269000997e+00,4.662912799672e-01,4.093810e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,5.6234132519e+00,1.205988758203e+01,4.662906858505e-01,5.320490e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,6.8129206906e+00,1.461090179697e+01,4.662902252886e-01,6.924492e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,8.2540418527e+00,1.770152020522e+01,4.662899997845e-01,9.023004e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.0000000000e+01,2.144587392863e+01,4.662901606752e-01,1.176835e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.2115276586e+01,2.598222649576e+01,4.662909311587e-01,1.535468e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.4677992676e+01,3.147807101135e+01,4.662926349880e-01,2.000196e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.7782794100e+01,3.813630383633e+01,4.662956897110e-01,2.541075e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,2.1544346900e+01,4.620267766832e+01,4.663008290338e-01,3.045902e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,2.6101572157e+01,5.597484069810e+01,4.663090029609e-01,3.614511e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,3.1622776602e+01,6.781325293635e+01,4.663214818992e-01,4.270682e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,3.8311868496e+01,8.215437501360e+01,4.663399665475e-01,5.017992e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,4.6415888336e+01,9.952661689467e+01,4.663665839788e-01,5.848980e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,5.6234132519e+01,1.205696352246e+02,4.664037708522e-01,6.740205e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,6.8129206906e+01,1.460577415407e+02,4.664539255990e-01,7.646091e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,8.2540418527e+01,1.769284084184e+02,4.665187420417e-01,8.495377e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,39,7.9432823472e+01,1.0000000000e+02,2.143171233122e+02,4.665982748113e-01,9.195311e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.0000000000e-03,2.144536484187e-03,4.663012298340e-01,1.356257e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.2115276586e-03,2.598165357651e-03,4.663012133007e-01,1.651099e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.4677992676e-03,3.147749316872e-03,4.663011948742e-01,2.011359e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.7782794100e-03,3.813585525780e-03,4.663011745817e-01,2.452069e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,2.1544346900e-03,4.620264564034e-03,4.663011522766e-01,2.991925e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,2.6101572157e-03,5.597578602165e-03,4.663011278972e-01,3.654244e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,3.1622776602e-03,6.781621693937e-03,4.663011006638e-01,4.468226e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,3.8311868496e-03,8.216122776516e-03,4.663010709270e-01,5.470550e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,4.6415888336e-03,9.954060690551e-03,4.663010381300e-01,6.707499e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,5.6234132519e-03,1.205962077493e-02,4.663010020674e-01,8.237686e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,6.8129206906e-03,1.461056536514e-02,4.663009623731e-01,1.013564e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,8.2540418527e-03,1.770110570659e-02,4.663009186827e-01,1.249646e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.0000000000e-02,2.144538136491e-02,4.663008705624e-01,1.544188e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.2115276586e-02,2.598167562165e-02,4.663008176498e-01,1.912813e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.4677992676e-02,3.147752256535e-02,4.663007593989e-01,2.375604e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.7782794100e-02,3.813589445674e-02,4.663006952823e-01,2.958388e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,2.1544346900e-02,4.620269791526e-02,4.663006246915e-01,3.694361e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,2.6101572157e-02,5.597585575169e-02,4.663005470182e-01,4.626109e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,3.1622776602e-02,6.781630989159e-02,4.663004615296e-01,5.808091e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,3.8311868496e-02,8.216135171941e-02,4.663003674333e-01,7.309671e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,4.6415888336e-02,9.954077218447e-02,4.663002638769e-01,9.218788e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,5.6234132519e-02,1.205964281383e-01,4.663001499062e-01,1.164645e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,6.8129206906e-02,1.461059475252e-01,4.663000244670e-01,1.473231e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,8.2540418527e-02,1.770114489077e-01,4.662998864545e-01,1.865170e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.0000000000e-01,2.144543360885e-01,4.662997345911e-01,2.362489e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.2115276586e-01,2.598174527926e-01,4.662995674874e-01,2.992916e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.4677992676e-01,3.147761543547e-01,4.662993836465e-01,3.791494e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.7782794100e-01,3.813601826700e-01,4.662991814166e-01,4.802712e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,2.1544346900e-01,4.620286295731e-01,4.662989590109e-01,6.083296e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,2.6101572157e-01,5.597607573756e-01,4.662987144580e-01,7.705866e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,3.1622776602e-01,6.781660307270e-01,4.662984456444e-01,9.763694e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,3.8311868496e-01,8.216174237824e-01,4.662981502899e-01,1.237690e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,4.6415888336e-01,9.954129261386e-01,4.662978259302e-01,1.570056e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,5.6234132519e-01,1.205971212380e+00,4.662974699709e-01,1.993527e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,6.8129206906e-01,1.461068702187e+00,4.662970796912e-01,2.534102e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,8.2540418527e-01,1.770126766305e+00,4.662966522963e-01,3.225542e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.0000000000e+00,2.144559685738e+00,4.662961850167e-01,4.111755e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.2115276586e+00,2.598196215415e+00,4.662956752229e-01,5.249951e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.4677992676e+00,3.147790321352e+00,4.662951206329e-01,6.714768e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.7782794100e+00,3.813639953097e+00,4.662945196478e-01,8.603724e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,2.1544346900e+00,4.620336702397e+00,4.662938718111e-01,1.104437e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,2.6101572157e+00,5.597674029845e+00,4.662931785177e-01,1.420367e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,3.1622776602e+00,6.781747592716e+00,4.662924440840e-01,1.830031e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,3.8311868496e+00,8.216288294236e+00,4.662916772583e-01,2.362071e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,4.6415888336e+00,9.954277250514e+00,4.662908935325e-01,3.053996e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,5.6234132519e+00,1.205990225629e+01,4.662901184766e-01,3.954902e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,6.8129206906e+00,1.461092788992e+01,4.662893925636e-01,5.129034e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,8.2540418527e+00,1.770156657611e+01,4.662887782950e-01,6.660434e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.0000000000e+01,2.144595626894e+01,4.662883703854e-01,8.658938e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.2115276586e+01,2.598237252595e+01,4.662883104376e-01,1.126754e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.4677992676e+01,3.147832937841e+01,4.662888077626e-01,1.466973e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.7782794100e+01,3.813675549236e+01,4.662901673414e-01,1.908357e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,2.1544346900e+01,4.620347380517e+01,4.662927941559e-01,2.444720e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,2.6101572157e+01,5.597624117383e+01,4.662973363247e-01,2.944650e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,3.1622776602e+01,6.781568855087e+01,4.663047338665e-01,3.493475e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,3.8311868496e+01,8.215856589944e+01,4.663161786741e-01,4.127328e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,4.6415888336e+01,9.953372186732e+01,4.663332935344e-01,4.851916e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,5.6234132519e+01,1.205814345849e+02,4.663581314374e-01,5.662449e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,6.8129206906e+01,1.460767935927e+02,4.663930883898e-01,6.539433e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,8.2540418527e+01,1.769580462386e+02,4.664406071455e-01,7.442409e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,40,1.0000000000e+02,1.0000000000e+02,2.143610897441e+02,4.665025733885e-01,8.305377e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.0000000000e-03,2.144536484334e-03,4.663012298018e-01,6.984198e-10,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.2115276586e-03,2.598165357646e-03,4.663012133017e-01,8.679146e-10,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.4677992676e-03,3.147749317109e-03,4.663011948392e-01,1.082574e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.7782794100e-03,3.813585526706e-03,4.663011744685e-01,1.355810e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,2.1544346900e-03,4.620264563990e-03,4.663011522811e-01,1.705404e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,2.6101572157e-03,5.597578604655e-03,4.663011276897e-01,2.154980e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,3.1622776602e-03,6.781621693934e-03,4.663011006640e-01,2.736017e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,3.8311868496e-03,8.216122777076e-03,4.663010708952e-01,3.490514e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,4.6415888336e-03,9.954060690540e-03,4.663010381305e-01,4.474563e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,5.6234132519e-03,1.205962077490e-02,4.663010020684e-01,5.763098e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,6.8129206906e-03,1.461056536346e-02,4.663009624266e-01,7.456157e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,8.2540418527e-03,1.770110570693e-02,4.663009186736e-01,9.687047e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.0000000000e-02,2.144538136350e-02,4.663008705931e-01,1.263263e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.2115276586e-02,2.598167562092e-02,4.663008176628e-01,1.652561e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.4677992676e-02,3.147752256503e-02,4.663007594037e-01,2.166663e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.7782794100e-02,3.813589445690e-02,4.663006952803e-01,2.842892e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,2.1544346900e-02,4.620269791028e-02,4.663006247418e-01,3.723229e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,2.6101572157e-02,5.597585576101e-02,4.663005469406e-01,4.843796e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,3.1622776602e-02,6.781630989290e-02,4.663004615206e-01,6.218945e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,3.8311868496e-02,8.216135172107e-02,4.663003674238e-01,7.857994e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,4.6415888336e-02,9.954077218841e-02,4.663002638584e-01,9.813706e-08,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,5.6234132519e-02,1.205964281456e-01,4.663001498780e-01,1.218158e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,6.8129206906e-02,1.461059475354e-01,4.663000244347e-01,1.508061e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,8.2540418527e-02,1.770114489306e-01,4.662998863941e-01,1.865329e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.0000000000e-01,2.144543361431e-01,4.662997344724e-01,2.307424e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.2115276586e-01,2.598174528800e-01,4.662995673305e-01,2.856113e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.4677992676e-01,3.147761545141e-01,4.662993834104e-01,3.538784e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.7782794100e-01,3.813601829518e-01,4.662991810720e-01,4.390074e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,2.1544346900e-01,4.620286300798e-01,4.662989584996e-01,5.453949e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,2.6101572157e-01,5.597607582687e-01,4.662987137140e-01,6.786380e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,3.1622776602e-01,6.781660323202e-01,4.662984445489e-01,8.458800e-07,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,3.8311868496e-01,8.216174266405e-01,4.662981486679e-01,1.056260e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,4.6415888336e-01,9.954129312459e-01,4.662978235377e-01,1.321496e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,5.6234132519e-01,1.205971221481e+00,4.662974664517e-01,1.656648e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,6.8129206906e-01,1.461068718402e+00,4.662970745162e-01,2.081112e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,8.2540418527e-01,1.770126795119e+00,4.662966447059e-01,2.619917e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.0000000000e+00,2.144559737186e+00,4.662961738301e-01,3.305429e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.2115276586e+00,2.598196307089e+00,4.662956587702e-01,4.179579e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.4677992676e+00,3.147790484328e+00,4.662950964907e-01,5.296789e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.7782794100e+00,3.813640243821e+00,4.662944841008e-01,6.727811e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,2.1544346900e+00,4.620337220295e+00,4.662938195438e-01,8.564778e-06,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,2.6101572157e+00,5.597674951568e+00,4.662931017371e-01,1.092783e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,3.1622776602e+00,6.781749233755e+00,4.662923312511e-01,1.397388e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,3.8311868496e+00,8.216291215438e+00,4.662915114740e-01,1.790804e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,4.6415888336e+00,9.954282449738e+00,4.662906499840e-01,2.299882e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,5.6234132519e+00,1.205991150821e+01,4.662897607561e-01,2.959793e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,6.8129206906e+00,1.461094434924e+01,4.662888672857e-01,3.816639e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,8.2540418527e+00,1.770159584670e+01,4.662880072601e-01,4.930866e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.0000000000e+01,2.144600829615e+01,4.662872391873e-01,6.381690e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.2115276586e+01,2.598246493076e+01,4.662866521160e-01,8.272774e-05,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.4677992676e+01,3.147849331045e+01,4.662863794485e-01,1.073923e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.7782794100e+01,3.813704573969e+01,4.662866185747e-01,1.395515e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,2.1544346900e+01,4.620398275278e+01,4.662876578324e-01,1.813401e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,2.6101572157e+01,5.597713439921e+01,4.662898956327e-01,2.337890e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,3.1622776602e+01,6.781726505585e+01,4.662938939759e-01,2.843334e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,3.8311868496e+01,8.216131271284e+01,4.663005888121e-01,3.373126e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,4.6415888336e+01,9.953845954673e+01,4.663110977153e-01,3.984673e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,5.6234132519e+01,1.205894934100e+02,4.663269653837e-01,4.686283e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,6.8129206906e+01,1.460902388451e+02,4.663501644216e-01,5.475705e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,8.2540418527e+01,1.769798913042e+02,4.663830332281e-01,6.337131e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,41,1.2589254118e+02,1.0000000000e+02,2.143953503878e+02,4.664280256970e-01,7.234918e-04,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,42,1.5848931925e+02,1.0000000000e-03,2.144536484232e-03,4.663012298241e-01,6.474485e-10,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,42,1.5848931925e+02,1.2115276586e-03,2.598165358665e-03,4.663012131188e-01,8.075462e-10,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,42,1.5848931925e+02,1.4677992676e-03,3.147749316836e-03,4.663011948796e-01,1.011328e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,42,1.5848931925e+02,1.7782794100e-03,3.813585526282e-03,4.663011745204e-01,1.272036e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,42,1.5848931925e+02,2.1544346900e-03,4.620264561429e-03,4.663011525395e-01,1.607271e-09,resolved_min,0
20260906-130602,7cfda8cdc7345f93,C,42,1.5848931925e+02,2.6101572157e-03,5.597578604439e-03,4.663011277077e-01,2.040458e-09,resolved_min,0
